Jahr,Daten,Fitted,Vorhersage,Low80,High80,Low95,High95,Modell,Bezirk
1993,51,60.35847472227282,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1994,31,52.67633643164339,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1995,50,37.70534572657356,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1996,28,43.62992155975512,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1997,39,35.375880299230914,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1998,29,35.31205985038454,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1999,28,32.352672863286784,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2000,35,28.33526728632868,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2001,36,32.653128995699255,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2002,26,35.66473271367133,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2003,33,29.35267286328678,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2004,32,30.653128995699255,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2005,46,32.33526728632867,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2006,52,41.3062579913985,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2007,48,49.98839628202793,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2008,46,49.34106914531471,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2009,38,46.67053457265736,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2010,47,40.682138290629425,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2011,49,43.982594423041895,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2012,50,48.32946542734264,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2013,73,49.66473271367133,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2014,68,65.2888524144404,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2015,71,69.67633643164339,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2016,64,69.99419814101397,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2017,80,66.34687100430075,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2018,115,74.63572341874115,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2019,106,103.26564497849627,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
2020,NA,NA,109.01740557695811,92.5111664362416,125.52364471767463,83.7732912503826,134.26151990353364,"ARIMA (0,1,0) mit Drift",23. Liesing 
2021,NA,NA,108.00576819741835,88.18542717233836,127.82610922249833,77.69317242297504,138.31836397186166,"ARIMA (0,1,0) mit Drift",23. Liesing 
2022,NA,NA,108.3449371164053,84.73575629722043,131.95411793559018,72.23781091549256,144.45206331731805,"ARIMA (0,1,0) mit Drift",23. Liesing 
2023,NA,NA,108.23122487332952,81.65361838534459,134.80883136131445,67.58428337504328,148.87816637161575,"ARIMA (0,1,0) mit Drift",23. Liesing 
2024,NA,NA,108.2693488684879,78.93542006496511,137.60327767201068,63.40697615893979,153.131721578036,"ARIMA (0,1,0) mit Drift",23. Liesing 
2025,NA,NA,108.25656714008714,76.43112951102349,140.08200476915079,59.583760503014126,156.92937377716015,"ARIMA (0,1,0) mit Drift",23. Liesing 
2026,NA,NA,108.26085243548265,74.1167917965449,142.4049130744204,56.04201790904576,160.47968696191953,"ARIMA (0,1,0) mit Drift",23. Liesing 
2027,NA,NA,108.25941571612428,71.94714599524163,144.57168543700692,52.724591551955754,163.79423988029282,"ARIMA (0,1,0) mit Drift",23. Liesing 
2028,NA,NA,108.25989740112477,69.90093325775885,146.6188615444907,49.59492423376609,166.92487056848347,"ARIMA (0,1,0) mit Drift",23. Liesing 
2029,NA,NA,108.2597359079018,67.95815422275842,148.56131759304517,46.623785590668106,169.89568622513548,"ARIMA (0,1,0) mit Drift",23. Liesing 
1987,45,44.979875394914494,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1988,60,60.02683265719613,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1989,57,66.8563210411748,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1990,40,58.96273932559107,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1991,69,49.398285660414096,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1992,56,62.30841536306446,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1993,51,60.468168003722354,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1994,31,55.66414188008459,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1995,50,41.37142986270529,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1996,28,43.38269818588717,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1997,39,32.65354586626258,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1998,29,32.51544019833892,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
1999,28,27.502076049099976,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2000,35,24.356278674081377,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2001,36,27.1050893653372,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2002,26,30.184232176864796,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2003,33,26.864166777146053,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2004,32,28.949569445160158,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2005,46,30.03256050968605,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2006,52,38.92097333416465,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2007,48,48.153813829132964,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2008,46,51.42456699724529,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2009,38,51.64732103300552,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2010,47,46.4641299162483,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2011,49,47.71764056545438,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2012,50,49.46737200549832,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2013,73,50.94728152759176,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2014,68,64.85995175552924,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2015,71,70.67346653841808,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2016,64,75.26447263439817,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2017,80,73.23603698189564,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2018,115,80.15299440827741,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2019,106,104.05619190121494,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2020,NA,NA,113.42716054975992,97.05933016461941,129.79499093490043,88.39472414810561,138.45959695141423,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2021,NA,NA,121.92519893707535,103.04755362581813,140.80284424833258,93.05433184304431,150.7960660311064,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2022,NA,NA,130.42323732439078,108.33932650559456,152.507148143187,96.64881028895468,164.1976643598269,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2023,NA,NA,138.92127571170622,113.03013676618627,164.81241465722616,99.32419572189184,178.5183557015206,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2024,NA,NA,147.41931409902165,117.20730159168596,177.63132660635733,101.21402825109078,193.62459994695251,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2025,NA,NA,155.91735248633708,120.94039836924927,190.8943066034249,102.42471730761142,209.40998766506274,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2026,NA,NA,164.4153908736525,124.28235877654647,204.54842297075857,103.0372149067017,225.79356684060332,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2027,NA,NA,172.91342926096794,127.27321816972083,218.55364035221504,103.1127498418481,242.7141086800878,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2028,NA,NA,181.41146764828338,129.9436382840837,232.87929701248305,102.69821519057439,260.12472010599237,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
2029,NA,NA,189.9095060355988,132.3175763140794,247.50143575711823,101.83025031999136,277.98876175120625,"ARIMA (0, 1, 2) mit Drift",23. Liesing 
